tweet_id,username,text,created_at,location,source,url
1554843733765804032,pencrypt2,"Edited myself as a boy(?) Version of Asa Mitaka from chainsaw man

#chainsawman #MitakaAsa #manipulationedit #ibisPaintX https://t.co/2p8zs9yENa",2022-08-03 14:56:48+00:00,,Twitter for Android,https://twitter.com/pencrypt2/status/1554843733765804032
1554618677701423104,AxiVaughn,"There is so much to talk about in Chapter 101 of Chainsaw man. For example, are orphaned children (Being a common occurance) government funded?
Or how strong is the War Devil really if it can't take on the Bat Devil which Denji beat early in his career?

https://t.co/5zBkuuk9TV https://t.co/dQXA7nOfEQ",2022-08-03 00:02:30+00:00,,Twitter Web App,https://twitter.com/AxiVaughn/status/1554618677701423104
1554619207828078592,heshankolitha1,"Few variation of Asa Mitaka. Which one do you like?
#チェンソーマン #chainsawman #manga   
#asamitaka #wardevil https://t.co/kLkeMwd67x",2022-08-03 00:04:37+00:00,Sri Lanka,Twitter Web App,https://twitter.com/heshankolitha1/status/1554619207828078592
1554621358998519808,arthickmonkeys,"the war devil. 

#チェンソーマン #chainsawmanfanart https://t.co/7gtuwriEA7",2022-08-03 00:13:10+00:00,,Twitter for iPhone,https://twitter.com/arthickmonkeys/status/1554621358998519808
1554622569344794624,hyegumi,mitaka should always be scared so the war devil cant take over /hj,2022-08-03 00:17:58+00:00,she/her,Twitter for Android,https://twitter.com/hyegumi/status/1554622569344794624
1554623086644936704,ScreenRantComic,Chapter 100 of Chainsaw Man portrays the War Devil in a very different light as opposed to how she was originally introduced. There must be a reason. https://t.co/4UGK81cs15 https://t.co/C0Bjy9HlDs,2022-08-03 00:20:02+00:00,,Buffer,https://twitter.com/ScreenRantComic/status/1554623086644936704
1554626329558937600,lonehuman123,"Sigh 4 ANY 1 to ask, ""How can THEY (of TOP-down Power, etc anywhere USA-globally fill in blanks) do this-that""; NONE, sigh LITERALLY can SELF deem having ANY luxury 2 not acknowledge, (?) else of past-2 date, OH IT'S JUST DONE via this Holy War Devil started! OH IT'S HAPPENING!",2022-08-03 00:32:55+00:00,dying non human innocent Earth,Twitter Web App,https://twitter.com/lonehuman123/status/1554626329558937600
1554628655220871168,hoIocides,licherally in love with war devil,2022-08-03 00:42:09+00:00,ur moms house,Twitter for iPhone,https://twitter.com/hoIocides/status/1554628655220871168
1554631059140132867,Bluespicelatte,My take on the War devil 🫣 #wardevil #chainsawman #wardevilcosplay https://t.co/kwaVnklxib,2022-08-03 00:51:42+00:00,,Twitter for iPhone,https://twitter.com/Bluespicelatte/status/1554631059140132867
1554633777237958656,allianceofalex,Fujimoto when fans are wondering when Denji is going to take over #chainsawman #denji #wardevil https://t.co/L5oHu1C4qq,2022-08-03 01:02:30+00:00,The Sea of Souls,Twitter for iPhone,https://twitter.com/allianceofalex/status/1554633777237958656
1554637680050405376,AzureCrowDJ,Head canon is that Asa has a normal ass voice but war devil has a calm sorta deep male voice https://t.co/9YbcWa58Tf,2022-08-03 01:18:01+00:00,Professional Hater,Twitter for Android,https://twitter.com/AzureCrowDJ/status/1554637680050405376
1554642558927650816,MatiComics64,"THE WAR DEVIL 
Asa Mitaka from Chainsaw Man
#チェンソーマン #chainsawman https://t.co/e9ohyrRDNM",2022-08-03 01:37:24+00:00,"Santiago, Chile",Twitter Web App,https://twitter.com/MatiComics64/status/1554642558927650816
1554643865126051840,AxsisRosales,"I wouldn't mind the War Devil being the main character, denji missing is the funniest shit lol.",2022-08-03 01:42:35+00:00,seaside ca,Twitter Web App,https://twitter.com/AxsisRosales/status/1554643865126051840
1554648905123495936,Rion_Riots,war devil #DigitalArtist #chainsawman #chainsawmanpart2 https://t.co/gHGWiXNzzd,2022-08-03 02:02:37+00:00,🇺🇾 Any pronouns,Twitter for iPad,https://twitter.com/Rion_Riots/status/1554648905123495936
1554650337994280962,chuuyaswims,ik shes not using it as slang but the war devil calling mitaka ‘girl’ is so funny to me,2022-08-03 02:08:19+00:00,he/him • twenty • eng/fr,Twitter for iPhone,https://twitter.com/chuuyaswims/status/1554650337994280962
1554650525530210304,hyegumi,"so since the closer the war devil's relationship is with a person the stronger the weapon will be,, this is finally the reason yall have been waiting for of why fujimoto is taking time to flesh out characters and friendships #chainsawman #チェンソーマン",2022-08-03 02:09:03+00:00,she/her,Twitter for Android,https://twitter.com/hyegumi/status/1554650525530210304
1554661983932366848,d00mtech,Asa talking to the War Devil https://t.co/5QEjwoOQJi,2022-08-03 02:54:35+00:00,11.20.20,Twitter for iPhone,https://twitter.com/d00mtech/status/1554661983932366848
1554662017306628097,wbyoru,war devil's new name is Yoru 😳,2022-08-03 02:54:43+00:00,"Imus, Cavite",Twitter for Android,https://twitter.com/wbyoru/status/1554662017306628097
1554662348795056128,Miagichan,"Here I am wishing Yuko not to be killed yet the war devil already planned to make her a weapon💀
#chainsawman101 #chainsawmanspoilers https://t.co/Z6Lpbc6zed",2022-08-03 02:56:02+00:00,Philippines,Twitter for Android,https://twitter.com/Miagichan/status/1554662348795056128
1554662611186098176,transientcaress,"New csm chapter spoilers:
When war devil says something along the lines of “the guiltier you feel about turning someone into a weapon, the stronger it is.” 
… does the war devil feel guilt then?",2022-08-03 02:57:05+00:00,any prounouns | 20,Twitter for iPhone,https://twitter.com/transientcaress/status/1554662611186098176
1554663000686170113,halo2forthexbox,I love you war devil https://t.co/KmCLKloFvN,2022-08-03 02:58:38+00:00,she/her black,Twitter for iPhone,https://twitter.com/halo2forthexbox/status/1554663000686170113
1554670158559453185,HeroOfHxll,"Agitating the war devil.

Let's go. https://t.co/ggU7AviGVb",2022-08-03 03:27:04+00:00,,Twitter for Android,https://twitter.com/HeroOfHxll/status/1554670158559453185
1554672510301376513,Tessiatana,asa was such a plain girl until war devil/yoru happens,2022-08-03 03:36:25+00:00,,Twitter for Android,https://twitter.com/Tessiatana/status/1554672510301376513
1554674776605659136,xhansss,"I love the paneling for Asa(left) and the war devil(right) talking, the mirroring between both characters and assigning one side of the face for the respective characters prevents any confusion https://t.co/R4xmXSxBcW",2022-08-03 03:45:25+00:00,,Twitter for iPhone,https://twitter.com/xhansss/status/1554674776605659136
1554675895704616960,binnyrin,"me reading that the war devil can’t take over when mitaka is scared shitless: o thank god

me realizing how that can and will be used for emotional damage: wait",2022-08-03 03:49:52+00:00,Inaba,Twitter for iPhone,https://twitter.com/binnyrin/status/1554675895704616960
1554676035421376512,xhieyu,war devil being a war devil https://t.co/qhqFED0u5y,2022-08-03 03:50:25+00:00,she her,Twitter for Android,https://twitter.com/xhieyu/status/1554676035421376512
1554683003858694144,J0hnnyStar,"What’s more fun to say?⭐️

War Devil 

Or

Yoru? https://t.co/m8RzdqNPMj",2022-08-03 04:18:07+00:00,Donkey Kong Country,Twitter for iPhone,https://twitter.com/J0hnnyStar/status/1554683003858694144
1554684214062157824,shotaromoves,When they change war devil to yoru cause yoru means night and asa means morning This is cinema martin scorsese,2022-08-03 04:22:55+00:00,,Twitter for iPhone,https://twitter.com/shotaromoves/status/1554684214062157824
1554684484397645825,ohsnips,i remember that one tweet where it said war devil is sukuna if he slayed 😭,2022-08-03 04:24:00+00:00,23 • she/her,Twitter for iPhone,https://twitter.com/ohsnips/status/1554684484397645825
1554688863271936002,sleepdeeper,I know for a fact some of y’all be having those inner thoughts like the war devil in the recent CSM chapter.,2022-08-03 04:41:24+00:00,Somewhere,Twitter for iPhone,https://twitter.com/sleepdeeper/status/1554688863271936002
1554689774975275013,fwoshy,"day 11 | war devil

#チェンソーマン #chainsawman #asamitaka #wardevil https://t.co/EdvKco7jts",2022-08-03 04:45:01+00:00,San Francisco,Twitter Web App,https://twitter.com/fwoshy/status/1554689774975275013
1554691121183223809,dilucsdoormat,I LOVE THE WAR DEVIL SO MUCH https://t.co/YhM0Bp7tzq,2022-08-03 04:50:22+00:00,this is ara,Twitter for iPhone,https://twitter.com/dilucsdoormat/status/1554691121183223809
1554695102546706432,hikalover,i need an official colored csm pt2 panel so i can see what color war devil’s eyes are bc.. if i wanna cosplay her idk if i should wear yellow or red or some other color,2022-08-03 05:06:11+00:00,"☆ 17 she her ! .˳⁺
ִֶָ ࣪✦ anime & manga",Twitter for iPhone,https://twitter.com/hikalover/status/1554695102546706432
1554702483389353986,kawaiikurwa,War Devil https://t.co/WmbdgkqW6l,2022-08-03 05:35:31+00:00,Illinois,Twitter Web App,https://twitter.com/kawaiikurwa/status/1554702483389353986
1554709366594752513,shaineyall,"When war devil said ""back away SLOWLY and QUIETLY""

what Asa Mitaka actually did.. 🥲 #chainsawman https://t.co/uxFq5JcxvQ",2022-08-03 06:02:52+00:00,MANILA 🇵🇭,Twitter for Android,https://twitter.com/shaineyall/status/1554709366594752513
1554711362856697857,HeyLookEgg,"I like how the War Devil goes by Yoru not only bc it means night and is the opposite of Mitaka's name (Asa, which means day) but I'm willing to bet it's also bc its original form is a square little owl https://t.co/quMpDWjHpt",2022-08-03 06:10:48+00:00,,Twitter for Android,https://twitter.com/HeyLookEgg/status/1554711362856697857
1554712203865247744,radiomusings,#CSMspoilers theyre actually becoming... friends? acquaintances? i hv no idea whats gonna happen to asa 🥹 tho i hv to say yoru/war devil is super fucking compelling i love her https://t.co/B2hmjLsm5o,2022-08-03 06:14:09+00:00,,Twitter for iPhone,https://twitter.com/radiomusings/status/1554712203865247744
1554718308552740870,chambernova,"angel devil, war devil, octopus devil. i am what the kids say fomo. 🥀",2022-08-03 06:38:24+00:00,"SUPERNOVA, 28 (23) he/him, nd.",Twitter for Android,https://twitter.com/chambernova/status/1554718308552740870
1554718501059067904,blowsamu,guys i really like yoru/war devil n i hope that csm p2 is all about her,2022-08-03 06:39:10+00:00,,Twitter for iPhone,https://twitter.com/blowsamu/status/1554718501059067904
1554730471661211649,LilyHorny13,"CHAINSAW MAN SPOILERS KIND OF, NOT TOO BIG THO

I'm gonna be honest with you, I'd let the War Devil turn me into a weapon. That's hot to me.",2022-08-03 07:26:44+00:00,England (Unfortunately),Twitter Web App,https://twitter.com/LilyHorny13/status/1554730471661211649
1554733328749969408,_riribot,i like how the war devil is cooperative now  but i know theyre gon betray asa sooner or later and thats a kind of conflict im interested to see,2022-08-03 07:38:05+00:00,s/h • 22,Twitter for iPhone,https://twitter.com/_riribot/status/1554733328749969408
1554742605795037184,PonyTheHorse,"Pochita and Yuru seem to be opposites in a lot of ways... Denji is the one who Saved Pochita, War Devil/Yuru saves Asa. Pochita is Denji's buddy and gave himself up so Denji could make his own choices, Yuru will take control whenever they feel it required.",2022-08-03 08:14:57+00:00,"Earth, I think?",Twitter Web App,https://twitter.com/PonyTheHorse/status/1554742605795037184
1554745158419480576,nayou_dna,"war maid

#チェンソーマン #chainsawman #chainsawmanfanart  #wardevil #yoru https://t.co/zhbOch8zHK",2022-08-03 08:25:06+00:00,,Twitter Web App,https://twitter.com/nayou_dna/status/1554745158419480576
1554748353224683520,welovelookism,"#ChainsawMan CHAPTER 101 ‼️

WAR DEVIL: I KNOW WHAT YOU ARE 🤨 https://t.co/EgemeHZQH0",2022-08-03 08:37:47+00:00,343 DAYS WITHOUT JAY HONG,Twitter for Android,https://twitter.com/welovelookism/status/1554748353224683520
1554749573939216385,rainyxink,"y’all think makima and yoru used to date? that’d be funny, but also not out place. the war devil and control devil, the literal opposites of one another. oh I can sense a tragic love story for yoru specifically there.",2022-08-03 08:42:38+00:00,aroace - 23 - rey,Twitter for iPhone,https://twitter.com/rainyxink/status/1554749573939216385
1554752113233629186,WAREMBODIED,"ooc.

War Devil is such a gigantic dork but she'll also tenderize you, so like, c'mon now;;;",2022-08-03 08:52:44+00:00,,Twitter for Android,https://twitter.com/WAREMBODIED/status/1554752113233629186
1554774749838032896,xiiehua,maybe ill do the war devil bc shes so pretty and hits different,2022-08-03 10:22:41+00:00,19 | any prns | infj,Twitter for iPhone,https://twitter.com/xiiehua/status/1554774749838032896
1554778045512400896,epppyyy,The War Devil when Asa finally makes a friend https://t.co/9XeqPwYl6R,2022-08-03 10:35:47+00:00,India,Twitter for Android,https://twitter.com/epppyyy/status/1554778045512400896
1554785907231715328,taorotana,"Yoru The War Devil
#チェンソーマン #wardevil #chainsawman #asamitaka https://t.co/eGxLssd3Up",2022-08-03 11:07:01+00:00,yor basement,Twitter for iPad,https://twitter.com/taorotana/status/1554785907231715328
1554786992864591872,LuceLoveLace,Chainsaw Man Part 2 has been delightful so far. I really love how the War Devil is called Yoru which means Night🌙  to contrast the fact that Asa means Morning☀️in Japanese 👯‍♀️ #チェンソーマン https://t.co/8yU67ciGpt,2022-08-03 11:11:20+00:00,United Kingdom,Twitter for iPhone,https://twitter.com/LuceLoveLace/status/1554786992864591872
1554793736940359680,NotMiguaBadua,"Bro I'm so fucking thankful for the War Devil or Yoru in Chainsaw Man, the scar and her introduction chapter was so fucking good. I'm in love",2022-08-03 11:38:08+00:00,,Twitter Web App,https://twitter.com/NotMiguaBadua/status/1554793736940359680
1554803609065426944,Rod_anderis,"The Best Online Procreate Courses
👇
https://t.co/E4QxVu177I 

#戦争の悪魔 #チェンソーマン #チェンソーマン2部 #csm #chainsawman #chainsawmanfanart #wardevil #manga #絵 #illust #art #artwork #illustration #AI #CSP #digitalart #procreate #いらすと #イラスト https://t.co/HUHINCZND2",2022-08-03 12:17:21+00:00,,Twitter Web App,https://twitter.com/Rod_anderis/status/1554803609065426944
1554804046728396803,Rod_anderis,"The Best Online Manga Courses
👇
https://t.co/8eDb5LJOjL 

#manga #mangaka #mangaart #animeart #animation #personajes #procreate #dibujo #diseno #drawing #drawings #絵描きさんと繋がりたい 
 #中学生絵描きさんと繋がりたい
#wardevil #戦争の悪魔 #asamitaka #三鷹アサ #chainsawman #art https://t.co/AaSLqhhWb5",2022-08-03 12:19:06+00:00,,Twitter Web App,https://twitter.com/Rod_anderis/status/1554804046728396803
1554806438005972994,hisakawagi,"tw gore + body horror
-
-
-
-
asa mitaka/war devil doing normal devil things 
#チェンソーマン #chainsawman https://t.co/vsh6WpsXdK",2022-08-03 12:28:36+00:00,,Twitter for iPhone,https://twitter.com/hisakawagi/status/1554806438005972994
1554807561785729024,loveabyssal,My name is War Devil! Die for my warm-up kill!,2022-08-03 12:33:04+00:00,ic: mazamuno → qt count: 49,"Cheap Bots, Done Quick!",https://twitter.com/loveabyssal/status/1554807561785729024
1554810721430552576,mxlvlxn,war devil so bad bro https://t.co/dVT9GzdhO8,2022-08-03 12:45:37+00:00,"South Carolina, USA",Twitter for iPhone,https://twitter.com/mxlvlxn/status/1554810721430552576
1554823593057570817,camthecoolness,The recent chapters of Chainsaw Man have been super good especially since we see everything from a different perspective. Asa and the war devil make for a good new beginning of the story https://t.co/xd6qn7wILm,2022-08-03 13:36:46+00:00,,Twitter for iPhone,https://twitter.com/camthecoolness/status/1554823593057570817
1554823774620753920,yaiisle,I just realized I named the war devil mitaka back then one of my posts on my art acc,2022-08-03 13:37:29+00:00,haru's lap,Twitter for Android,https://twitter.com/yaiisle/status/1554823774620753920
1554824054980616192,noorazhr,goin to war in war devil's pussy,2022-08-03 13:38:36+00:00,addy,Twitter Web App,https://twitter.com/noorazhr/status/1554824054980616192
1554835728076800000,HidTham18,War Devil 🔥 https://t.co/fCXk4lFzH6,2022-08-03 14:24:59+00:00,,Twitter for Android,https://twitter.com/HidTham18/status/1554835728076800000
1554839426076798976,thymoon_,ngl i'm getting attached to war devil 😫,2022-08-03 14:39:41+00:00,she/her • 27 ,Twitter for Android,https://twitter.com/thymoon_/status/1554839426076798976
1554839766516072448,samsonet3,"I want more events where two people have a fight and make it everyone else’s problem. See: Civil War, Devil’s Reign",2022-08-03 14:41:02+00:00,Art: Bob Quinn & Pete Pantazis,Twitter for iPhone,https://twitter.com/samsonet3/status/1554839766516072448
1554845063041224706,WAREMBODIED,"ooc.

CSM 101 Spoilers.

Not that it really matters, but you can refer to my muse as War Devil or Yoru; I do not care. I will keep going with WD personally unless it's with an Asa but either way I don't care. 🫡",2022-08-03 15:02:05+00:00,,Twitter for Android,https://twitter.com/WAREMBODIED/status/1554845063041224706
1554848638060224518,ItzCaptMontz,The war devil’s name was Yoru ❤️🫶❤️,2022-08-03 15:16:17+00:00,Cave,Twitter for iPhone,https://twitter.com/ItzCaptMontz/status/1554848638060224518
1554851753723453440,metaandpotatoes,"war devil's like ""shit""",2022-08-03 15:28:40+00:00,25+ they/them/meta,Twitter Web App,https://twitter.com/metaandpotatoes/status/1554851753723453440
1554852067809837056,slashtagon,war devil is so homophobic for stepping between asa and yuko ...,2022-08-03 15:29:55+00:00,she/her,Twitter for Android,https://twitter.com/slashtagon/status/1554852067809837056
1554853784731676672,naaatttt14,So war devil's called Yoru.. That's also the name of Mihawk's sword,2022-08-03 15:36:44+00:00,,Twitter for Android,https://twitter.com/naaatttt14/status/1554853784731676672
1554862755424993280,hiddenjaundice,War devil played mgs3 and was like damn it was so cool when naked snake was forced to fight and kill his mentor because of geopolitical circumstances,2022-08-03 16:12:23+00:00,,Twitter for Android,https://twitter.com/hiddenjaundice/status/1554862755424993280
1554862993074266113,Chaosdunk_,War Devil https://t.co/nZFfFGiCjC,2022-08-03 16:13:20+00:00,"Buenos Aires, Argentina",Twitter for Android,https://twitter.com/Chaosdunk_/status/1554862993074266113
1554863317411315715,mitakalover,"The name Yoru means ,,night'' which makes sense because Asa's life, since meeting War Devil, has been shrouded in darkness.
Btw ,,Yoru'' sounds so cool🌃
#chainsawman101 #chainsawman #Mitaka https://t.co/gjT2rCLIfb",2022-08-03 16:14:37+00:00,Polska,Twitter Web App,https://twitter.com/mitakalover/status/1554863317411315715
1554869346039742466,mitakalover,"This chapter gives a whole lot of information regarding War Devil's power. There appear to be some gaps in her control of the body. I wonder if during other extreme emotions like wrath or happiness Yoru will also be unable to take over Mitaka's body.
#chainsawman101 #chainsawman https://t.co/s0KLVexnse",2022-08-03 16:38:34+00:00,Polska,Twitter Web App,https://twitter.com/mitakalover/status/1554869346039742466
1554872970186670080,oruku_ryuko,""" War devil "" inspired by @sennavii  cosplay .... the moment i saw her cosplay i knew i had to make a fanart of this 🤩
.
.
.
#anime #animegirl #csm #chainsawman #makima #cosplay #art #fanart #instagood #digitalart #denji #power https://t.co/wrN0v7GtlH",2022-08-03 16:52:58+00:00,,Twitter for Android,https://twitter.com/oruku_ryuko/status/1554872970186670080
1554882287300386816,SK_Anime_,"Man Chapter 101 Fans witness Asa and Yuko's first encounter with the Devil.😲 Follow us for more Anime news and updates.
https://t.co/AQmwLzJ0Yt 
.
#chainsawman #chainsawman101 #wardevil #chainsawman2 #manga #anime https://t.co/5R5wVc2YQF",2022-08-03 17:30:00+00:00,United States,Twitter Web App,https://twitter.com/SK_Anime_/status/1554882287300386816
1554882817049624576,ShezTheDoodler,"The war devil😌🔥
#asamitaka #wardevil #chainsawmanpart2 #chainsawmanfanart #chainsawman #DigitalArtist #digitalpainting https://t.co/QEGWziMQiv",2022-08-03 17:32:06+00:00,,Twitter for Android,https://twitter.com/ShezTheDoodler/status/1554882817049624576
1554885777611685888,origamhi,there is NOBODY and i mean NOBODY i could think of who could fit mitaka / war devil more than miss shin ryujin https://t.co/4DrYiGNCT4,2022-08-03 17:43:52+00:00,"
writer's account, he/they, 21, agender

Ah, yes, I have a new contract here. 
Care to take a look at it together ? 

ic: mob110119
ㅤ",Twitter for iPhone,https://twitter.com/origamhi/status/1554885777611685888
1554886230567014400,voidfrequency,"the way the War Devil casually chose her name as ""Night"" is one of the most subtly badass things from CSM",2022-08-03 17:45:40+00:00,,Twitter for Android,https://twitter.com/voidfrequency/status/1554886230567014400
1554894365503496194,LeShortDude,"Yoru, the War Devil
(of course, using her delicious meat puppet, Asa Mitaka)

#chainsawman #chainsawmanfanart #csmプラス #csm #volatilearts #volatile #asamitaka #yoru
#wardevil https://t.co/8j0nAheEjH",2022-08-03 18:17:59+00:00,Fuckersberg,Twitter Web App,https://twitter.com/LeShortDude/status/1554894365503496194
1554894638393266176,misakagatari,"Chainsaw Man 101, i really love this manga man.

Asa and The War Devil aka Yoru from now on are slowly growing into having an absolutely amazing dynamic. 
I love how their personalities bounce off each other. https://t.co/ZclQpc2dsg",2022-08-03 18:19:04+00:00,99th Class,Twitter for iPhone,https://twitter.com/misakagatari/status/1554894638393266176
1554895570015117313,donttakeabreak,"yet another interesting chapter, i like how their relationship is progressing, seeing war devil be considerate and not overly dominant for once was refreshing. 
She says it's to serve her quest, allowing Asa to change the subject to have her co-operation but + https://t.co/39ppVMhWPT",2022-08-03 18:22:47+00:00,Underworld ,Twitter Web App,https://twitter.com/donttakeabreak/status/1554895570015117313
1554897255332605952,remxkes,ditching the war devil pfp because hooked on you got released,2022-08-03 18:29:28+00:00,she/they||pansex,Twitter Web App,https://twitter.com/remxkes/status/1554897255332605952
1554899790751641600,DENJIMOM,war devil is a comedian actually lol https://t.co/D9yQ5yPA6v,2022-08-03 18:39:33+00:00,23 lesbian mex,Twitter for iPhone,https://twitter.com/DENJIMOM/status/1554899790751641600
1554900119211765760,DENJIMOM,"i actually really like the dynamic between war devil and asa, they’re funny together lol",2022-08-03 18:40:51+00:00,23 lesbian mex,Twitter for iPhone,https://twitter.com/DENJIMOM/status/1554900119211765760
1554906953784107016,revuecore,MY war devil is an ugly man &lt;3 https://t.co/L7ag3inpp7,2022-08-03 19:08:01+00:00,,Twitter for Android,https://twitter.com/revuecore/status/1554906953784107016
1554911168245796865,StellaChuuuuu,"Can’t wait for Chainsaw Man con I MEAN Crunchyroll Expo this weekend.  

Here’s my cosplay lineup. Makima, War Devil, Bomb Devil. https://t.co/ZQLLK0X5TH",2022-08-03 19:24:46+00:00,"Los Angeles, CA",Twitter for iPhone,https://twitter.com/StellaChuuuuu/status/1554911168245796865
1554912854242910208,kimyongTAM,I’m starting to like the War devil and Asa 😭😭 #MANGA_Plus Chainsaw Man https://t.co/MfdI9VhYQE,2022-08-03 19:31:27+00:00,Kwangya ,Twitter for iPhone,https://twitter.com/kimyongTAM/status/1554912854242910208
1554922486956974080,GoingToKourt,I just realized that Asa is being controlled by the War devil… as in one of the Four Horsemen… https://t.co/cvgRtgSLZI,2022-08-03 20:09:44+00:00,,Twitter for iPhone,https://twitter.com/GoingToKourt/status/1554922486956974080
1554929952688328704,Sufferent,"Understanding the War Devil is going to be a lot more complex than we thought, but starting off with a name is a good place to start.

I Love Chainsaw Man Part 2 For This
https://t.co/0S4u2sXcb3 https://t.co/6AieJujtSM",2022-08-03 20:39:24+00:00,Australia,Twitter Web App,https://twitter.com/Sufferent/status/1554929952688328704
1554930626322579457,glucosephobic,war devil #chainsawman #チェンソーマン #asamitaka https://t.co/EsCnsJ928C,2022-08-03 20:42:05+00:00,,Twitter for iPhone,https://twitter.com/glucosephobic/status/1554930626322579457
1554944983085584385,CSPerfectShot,Nice name choice for the war devil tbh. https://t.co/pZYKTMdExn,2022-08-03 21:39:08+00:00,,Twitter for iPhone,https://twitter.com/CSPerfectShot/status/1554944983085584385
1554947696753946629,TheNav2113,"Got some new contacts for the War Devil from Chainsaw Man. 
#chainsawman #wardevil https://t.co/e1LZiDlLml",2022-08-03 21:49:55+00:00,"Irvine, CA",Twitter for Android,https://twitter.com/TheNav2113/status/1554947696753946629
1554961835010719745,rxxcal,"im an asa kinnie but not in the i have a cool war devil possessing me kind of way but in the im an awkward teen with crippling anxiety and inability to make friends type of way. 

#csm100 #csm101 #chainsawmanpart2 #csm",2022-08-03 22:46:05+00:00,edtwt | they/them | bmi 20.1,Twitter for iPhone,https://twitter.com/rxxcal/status/1554961835010719745
1554966366318235653,BerkleyBearNews,Chainsaw Man Cosplay Focuses on The New War Devil https://t.co/0d2S7h3QsZ #cosplay #Manga #Animegenre #ChainsawMan,2022-08-03 23:04:06+00:00,Doghouse,dlvr.it,https://twitter.com/BerkleyBearNews/status/1554966366318235653
1554975125606469632,Cacapi236,"Hand Grenade
#art #chainsawman #wardevil #asamitaka https://t.co/aX2WjfrtQ5",2022-08-03 23:38:54+00:00,Brazil,Twitter for iPad,https://twitter.com/Cacapi236/status/1554975125606469632
1554978554999234562,Sofosart,yoru the war devil https://t.co/r410aLHqhX,2022-08-03 23:52:32+00:00,he/him el,Twitter for Android,https://twitter.com/Sofosart/status/1554978554999234562
1554981413467918337,ComicBookNOW,"CHAINSAW MAN Gives the WAR DEVIL a New Name: 

https://t.co/iVilmVRoXr https://t.co/oLCjokT7Ot",2022-08-04 00:03:53+00:00,Barb deserved better,TweetDeck,https://twitter.com/ComicBookNOW/status/1554981413467918337
1554981943787212802,comicbookanime,"#ChainsawMan's newest chapter has given the War Devil a new name: 

https://t.co/Sw04uQA3sh https://t.co/C6dtP0tvaR",2022-08-04 00:06:00+00:00,The Hidden Leaf Village,TweetDeck,https://twitter.com/comicbookanime/status/1554981943787212802
1554982698736709632,ComicBook,"#ChainsawMan's newest chapter has given the War Devil a new name: 

https://t.co/Ior1nd34BE https://t.co/571Ovv3dBa",2022-08-04 00:09:00+00:00,,TweetDeck,https://twitter.com/ComicBook/status/1554982698736709632
1554987510148648960,bryan3274n,Chainsaw Man Gives the War Devil a New Name https://t.co/3Rdio5VX5J https://t.co/1HaP9g3Y4b,2022-08-04 00:28:07+00:00,,dlvr.it,https://twitter.com/bryan3274n/status/1554987510148648960
1554988723921494016,SeductiveBenene,"MY NAME IS WAR DEVIL,
DIE FOR MY WARMUP KILL

#チェンソーマン
#chainsawman https://t.co/yNZfrf98l7",2022-08-04 00:32:56+00:00,in bed pls let me sleep 10 mor,Twitter Web App,https://twitter.com/SeductiveBenene/status/1554988723921494016
1554992153029267456,H1ghOnBoba,"""I am the war devil. I claimed your body"" 
 #ChainsawMan #チェンソーマン https://t.co/MSmpA33aTP",2022-08-04 00:46:34+00:00,16↑/she/her,Twitter for Android,https://twitter.com/H1ghOnBoba/status/1554992153029267456
